row ID,x,y,z,r,"Benzenepropanoic acid, 4-hydroxy-",4-Methylcinnamic acid,8-Methylnonanoic acid,Diethyltoluamide,Caffeine,delta-Dodecalactone,N-Tetradecanoyl-L-homoserine Lactone,Diphenhydramine 147-24-0,Myristic acid ethyl ester,"cis-9,10-methylene-hexadecanoic acid",Diisobutyl phthalate,"Conjugated linoleic Acid (10E,12Z)",Iodopropynyl butylcarbamate,Oleic acid,(-)-Epicatechin,Dihydrosphingosine (19:0),Phytosphingosine,Monoelaidin,Sodium laureth sulfate + Na,Dioctyl phthalate,Tributoxyethyl phosphate,Hydrocortisone valerate
Plate6_V4_GC5_01_16933,61.3639,-41.7147,1.0661,0.6,31262.59961,0,5216.810059,59436.10156,85280.10156,8393.219727,9730.459961,6362.790039,0,0,14434,10577.7998,0,105280,0,66558.60156,13425,0,0,41450.30078,1436600,2922.219971
Plate6_V4_GC6_01_16934,60.385,-41.1845,1.181,0.6,0,0,2989.469971,53632.60156,93778.79688,15986.40039,12542.7998,8519.339844,0,0,19858.5,7387.930176,0,93455.20313,0,29596.40039,0,0,0,29091,368484,0
Plate6_V4_GC7_01_16935,61.2318,-39.9969,1.2276,0.6,34577.39844,0,2804.189941,31671.69922,61378.19922,0,7177.180176,4254.450195,0,0,11454.5,12818.7002,0,92657.70313,0,0,0,0,0,26647.09961,681482,0
Plate6_V4_GC8_01_16936,62.0378,-41.0813,1.1134,0.6,35576.39844,0,2612.209961,60553.5,0,4971.02002,12671,5736.649902,0,0,17603.5,18178.90039,0,94680.79688,5558.839844,6403.810059,0,0,0,25701.09961,3039530,0
Plate6_V4_GC9_01_16941,64.6371,-43.5375,75.3524,0.6,14306,0,8592.320313,31397.5,0,3047.959961,115953,0,22759.09961,8271.219727,19954.59961,57112,0,352422,0,39024.30078,4924.25,10628.5,0,13681.7002,15246.2998,0
Plate6_V4_GD10_01_16953,64.7968,-46.8088,69.8322,0.6,0,0,8277.009766,5922.759766,0,17296.69922,36473.89844,0,2467.629883,0,8000.629883,23340.19922,0,120081,0,14015.2998,2983.51001,33989.30078,0,5809.290039,9539.580078,0
Plate6_V4_GD11_01_16954,64.6166,-46.1301,69.1186,0.6,0,0,10437.59961,9339.599609,0,0,44154,0,9152.259766,0,14372,35136.30078,0,70954,0,16786.19922,17964.09961,22780.30078,0,12183.90039,25912,0
Plate6_V4_GD12_01_16955,64.294,-45.8105,69.475,0.6,14617.7998,0,12174.09961,8919.650391,0,5337.959961,115555,0,46684,10137.2998,18181,40300.80078,0,141759,0,30987.69922,0,135090,0,17360.09961,20146.59961,0
Plate6_V4_GD1_01_16944,64.1268,-45.1035,74.2253,0.6,10529.90039,0,14101.59961,14715.2002,0,8403.099609,125563,0,17820.19922,0,24320,27612.09961,0,183667,0,0,8308.25,37227.19922,0,7315.72998,20545.59961,0
Plate6_V4_GD2_01_16945,62.877,-44.6571,73.581,0.6,26520.30078,0,37413.39844,97538.60156,71223,14555.90039,272871,0,34106.89844,13274.40039,25713.80078,104731,0,48383.60156,0,25048.40039,0,74502,28127.90039,8824,31258.90039,0
Plate6_V4_GD3_01_16946,64.7232,-45.5333,73.6105,0.6,0,0,41417.60156,25346.19922,0,9300.169922,118372,0,13787,8540.660156,26164.80078,42374.80078,0,138517,0,27757.19922,0,192601,0,7999.290039,15987.7002,0
Plate6_V4_GD4_01_16947,62.8343,-44.9102,72.6781,0.6,0,0,23719.69922,25020.59961,0,6296.080078,140139,0,8541.580078,0,19081.19922,40787.60156,0,176058,0,12860.09961,0,52328.80078,0,3726.060059,19544.5,0
Plate6_V4_GD5_01_16948,63.9592,-45.553,73.2291,0.6,0,0,26949.40039,17741.80078,40049,6100.220215,130224,0,14476.40039,8795.150391,13489.7002,49244.39844,0,158724,6226.890137,18922.5,0,172786,0,3339.419922,10584.90039,0
Plate6_V4_GD6_01_16949,64.4833,-45.8342,72.5813,0.6,0,0,29165.5,23409.40039,25582.80078,7037.27002,100692,0,5704.299805,8634.580078,13671.59961,39652.10156,0,32168.90039,0,0,23255.69922,94781.60156,0,6964.350098,23812.09961,0
Plate6_V4_GD7_01_16950,64.7858,-45.9752,72.0572,0.6,10330.59961,0,23536.30078,15137.7998,0,5943.129883,126063,0,10945.2002,3618.790039,13736.59961,37532.5,0,133105,0,14951.5,0,95724.89844,0,5508.899902,16282.59961,0
Plate6_V4_GD8_01_16951,64.7867,-45.9574,71.252,0.6,18744.59961,0,10586.5,12375.7002,6332.040039,0,62727.69922,0,0,0,11961.7002,31956.69922,0,15891.2998,13228.2998,11491.5,5095.680176,16208.7002,0,125697,18964.80078,0
Plate6_V4_GD9_01_16952,64.7965,-46.2791,70.5495,0.6,43938.10156,0,9268,12035.40039,0,0,70157.10156,0,0,0,13443.2002,33609.30078,0,80265.70313,6852.580078,14061.40039,4514.410156,14514.2998,0,3304.5,23021,0
Plate6_V4_GE10_01_16893,63.7428,-45.6197,70.1932,0.6,18805.80078,0,7264.649902,12680.7998,0,0,25267.90039,0,0,0,10139.5,25322.30078,0,100225,0,9510.490234,0,16310.40039,0,8555.900391,19597.09961,1948.140015
Plate6_V4_GE11_01_16895,63.3237,-45.5132,69.4719,0.6,15059.59961,0,9725.669922,14434.7998,0,0,28402.90039,0,1194.47998,0,14878.2002,20323.5,0,60851.5,18597.59961,12338.40039,0,16001.90039,0,5326.810059,38671.89844,0
Plate6_V4_GE12_01_16896,63.8994,-45.7125,69.1737,0.6,36064.19922,0,33875.89844,30589.19922,0,10918.59961,38401.39844,0,0,0,25850.90039,31134.40039,0,51853.5,9880.509766,13068.7998,0,17766.19922,0,10803.59961,45278.19922,0
Plate6_V4_GE1_01_16958,64.4704,-45.9507,70.3718,0.6,8343.879883,0,6407.310059,4604.47998,0,0,45644.5,0,0,0,14594.5,28577.69922,0,138226,0,0,2452.139893,28962,0,188153,7909.600098,0
Plate6_V4_GE2_01_16959,64.3994,-45.5516,71.0368,0.6,44327.19922,0,3954.860107,3003.570068,0,0,15778.09961,0,0,0,15318.59961,17491.19922,0,132789,0,85281.60156,0,6813.689941,0,104011,8097.910156,0
Plate6_V4_GE3_01_16960,63.9532,-45.6153,71.5439,0.6,2418.600098,0,7180.330078,5062.680176,0,0,17219.40039,0,0,0,10161.90039,18680.40039,0,30845.80078,0,81666.60156,0,11477.2002,0,4934.100098,6548.339844,0
Plate6_V4_GE4_01_16961,63.3109,-45.5613,71.6001,0.6,15797.5,0,8705.269531,5453.560059,0,27452,14326.90039,0,0,0,9126.549805,16176.5,0,34903,7093.209961,2925.679932,3320.47998,8104.359863,0,9663.419922,14381.2998,0
Plate6_V4_GE5_01_16962,62.9086,-45.1561,71.1062,0.6,0,0,3426.300049,0,0,0,10904.7998,0,0,0,11195.7998,11209.59961,0,76904.29688,0,2731.669922,0,6811.359863,0,3372.25,8750.25,0
Plate6_V4_GE6_01_16963,63.3506,-45.4241,70.6235,0.6,27058.59961,0,2163.219971,3594.75,0,0,20084.59961,0,0,0,21744.59961,18534.59961,0,28353.90039,0,0,0,0,0,0,7583.609863,0
Plate6_V4_GE7_01_16890,64.0058,-45.5,70.6848,0.6,6639.009766,0,4686.609863,0,0,8542.620117,11920.7998,0,0,0,12276.2998,19583,0,63484.89844,0,0,0,9173.25,0,24139.59961,4354.109863,3259.219971
Plate6_V4_GE8_01_16891,62.7717,-45.0397,70.6495,0.6,15280.2002,0,19332.19922,12013.90039,0,3750.73999,35772.69922,0,6060.089844,0,16778.09961,21926.80078,0,102244,0,8090.140137,7126.649902,11664.09961,0,12548.2002,22832.09961,0
Plate6_V4_GE9_01_16892,63.0595,-45.4022,69.9857,0.6,6301.720215,0,14732.2998,17322.59961,0,0,31339.19922,0,10427.2002,0,12216.2998,34103.5,0,108592,0,9608.160156,0,13545.5,0,9448.860352,26869.80078,0
Plate6_V4_GF10_01_16973,64.5564,-46.0001,67.0656,0.6,0,0,15716.7998,13756.90039,0,4675.120117,55634.19922,0,6270.910156,0,14160.7002,30983.80078,0,18482.69922,0,14917.59961,0,49135.60156,0,12720.5,48422.30078,0
Plate6_V4_GF11_01_16974,63.6474,-45.302,67.4004,0.6,30941.69922,0,20682.09961,14454.59961,0,7984.52002,33250.89844,0,4310.839844,0,18417.59961,25207.40039,0,3425.810059,0,12394.40039,12047.7998,19704.59961,0,10149.5,32849.10156,0
Plate6_V4_GF12_01_16975,64.6429,-43.4061,65.9138,0.6,0,0,17889.30078,20161.09961,0,6954.370117,151212,0,97184.29688,7475.759766,28585.40039,100172,0,70942.60156,0,20631.5,10990.7002,28345,0,16843.30078,13621.09961,0
Plate6_V4_GF1_01_16964,63.3663,-45.4617,68.8491,0.6,12516.2998,0,12363.5,6436.470215,0,17637.5,17456,0,0,0,12579,15085.7002,0,31000.09961,0,11751,7791.740234,12879.40039,0,5838.930176,17017.69922,0
Plate6_V4_GF2_01_16965,63.3812,-45.3429,68.1904,0.6,0,0,31214.19922,24082.30078,0,4955.859863,75324.89844,0,14412.09961,0,19038.69922,31219.69922,0,7594.02002,10711,12683.2998,0,60021.60156,0,11559,35314.60156,0
Plate6_V4_GF3_01_16966,63.8187,-45.7331,68.4095,0.6,0,0,19126.90039,16093.2002,0,12243.90039,23960,0,2341.919922,0,11724,50238.80078,0,50806.39844,0,11549.59961,0,20445.5,0,4758.009766,9896.740234,0
Plate6_V4_GF4_01_16967,64.3532,-46.1819,68.6046,0.6,33735.39844,0,5426.089844,0,40780.10156,9308.75,12834.2998,0,0,0,11257.09961,18740.90039,0,16057.40039,4606.740234,8113.689941,0,5730.910156,0,6941.370117,40926.19922,0
Plate6_V4_GF5_01_16968,64.7396,-46.3912,68.6349,0.6,0,0,3146.459961,0,0,0,19656.90039,0,0,0,8727.379883,21962.30078,0,36268.80078,0,8583.830078,0,13260.90039,0,4094.169922,7398.910156,12039.7998
Plate6_V4_GF6_01_16969,64.3579,-46.1073,68.1799,0.6,0,0,6293.629883,0,16793.80078,12898.2002,15022.59961,0,0,0,11276.40039,11100.2998,0,97753.79688,0,6515.200195,0,6385.560059,0,5631.390137,12477.59961,0
Plate6_V4_GF7_01_16970,64.745,-46.2957,68.136,0.6,6436.290039,0,6119.209961,0,0,14182.09961,20800.40039,0,2223.149902,6719.870117,8906.990234,27120.19922,0,77733.79688,0,9720.730469,0,6361.589844,0,6312.910156,0,0
Plate6_V4_GF8_01_16971,64.2488,-45.8388,67.5872,0.6,38705.19922,0,21211.90039,20303,0,5301.359863,36242.5,0,0,0,12386,25868.69922,0,7173.299805,0,26466.90039,33979.39844,36974.69922,0,5627.700195,31307.19922,0
Plate6_V4_GF9_01_16972,64.736,-46.0078,67.4994,0.6,11682.2002,0,21249.09961,10467.2002,0,22265.19922,67851.10156,0,11063.09961,0,9044.980469,37503.39844,0,54034.10156,0,9161.679688,15248.09961,112659,0,4640.509766,8929.099609,0
Plate6_V4_GG10_01_16989,61.8861,-41.8639,69.2288,0.6,74299.10156,0,7352.680176,48546.69922,0,8907.910156,62765,0,5863.790039,0,22492,22841.5,0,24627.30078,0,9287.389648,7264.069824,54192,0,14741,55101.60156,0
Plate6_V4_GG11_01_16990,61.6511,-41.2685,69.8132,0.6,0,0,4106.819824,26900.19922,0,5218.870117,65400.60156,0,6437,0,17585.59961,21242.09961,0,64261.60156,5798.279785,0,0,30110.80078,0,14296.2998,21260.19922,0
Plate6_V4_GG12_01_16991,61.8432,-41.6607,70.1112,0.6,15071.5,0,6094.240234,9489.509766,0,3317.889893,90914.79688,0,10171.59961,0,24510.5,41830.80078,0,7285.799805,4742.370117,22554.5,0,31161.80078,0,15371.7998,6233.75,0
Plate6_V4_GG1_01_16978,63.8077,-42.9141,66.2883,0.6,17092.69922,0,18381,22330.90039,0,9821.360352,133054,0,34524.80078,5993.040039,22436.80078,72585.60156,0,15028.7002,0,15360.5,0,43807.80078,0,7905.680176,41301.60156,0
Plate6_V4_GG2_01_16979,62.8048,-44.0379,67.7375,0.6,29093.30078,0,17352.80078,12608.5,0,19613.19922,44946.80078,0,3054.72998,0,12866.5,17456.69922,0,98362.60156,0,10895.90039,5504.439941,49663.10156,0,4794.930176,13667.2998,0
Plate6_V4_GG3_01_16980,62.4766,-42.8514,68.283,0.6,13472.2998,0,72592.10156,40445.80078,5766.660156,0,170579,0,31239.59961,10972.09961,33377.10156,48461,0,132491,0,15755,0,92681.29688,0,17180.59961,33292.60156,0
Plate6_V4_GG4_01_16981,62.2332,-43.0041,69.8778,0.6,24031.5,0,10202.09961,6954.709961,0,28119.40039,36369.10156,0,0,0,14800.2998,10611.59961,0,43599.39844,0,7569.660156,7259.029785,45947,0,4457.799805,12028,0
Plate6_V4_GG5_01_16988,62.275,-43.8932,71.1188,0.6,0,0,47214.60156,61500.60156,0,7352.839844,136315,0,17891.40039,10112.2998,37134.80078,68811.89844,0,36849.10156,4878.169922,17503.90039,0,80967.39844,0,10882.2002,21370.80078,0
Plate6_V4_GG6_01_16983,62.1094,-42.7942,71.7991,0.6,0,0,16534.09961,10639.59961,0,22005,56740.30078,0,6484.759766,0,11738.90039,23678.90039,0,7822.240234,0,15353.5,8949.419922,57678.5,0,10043.90039,22327,0
Plate6_V4_GG7_01_16984,62.6026,-44.0898,68.8583,0.6,0,0,22473.90039,81984.89844,25434.30078,5424.990234,230049,0,53295.39844,10025.7002,23064.30078,62640.69922,0,78263.20313,0,39251.80078,7868.709961,36222.80078,0,15953.5,18317.19922,0
Plate6_V4_GG8_01_16985,61.9832,-42.1072,70.7717,0.6,23563.30078,0,39868.60156,134593,29235.90039,14186,220867,0,54091.80078,8332.469727,25933.19922,59482.89844,0,283800,11700.7002,45390.5,0,17562.69922,0,11331,24420.59961,0
Plate6_V4_GG9_01_16987,61.8965,-41.9508,69.9805,0.6,0,0,13234.7998,27670.09961,0,8597.709961,80771.60156,0,0,0,11705.90039,32420.40039,0,87124.10156,20037.09961,6641.899902,6053.419922,56079.30078,0,12910.40039,12547.40039,0
Plate6_V4_GH10_01_17003,62.6314,-38.8323,72.5159,0.6,0,0,5135.370117,34762.69922,11353.7002,0,190406,0,23162.40039,9885.69043,29206.09961,74601.29688,0,443618,0,35213.5,0,24601.09961,0,10827.7998,11093,0
Plate6_V4_GH1_01_16994,61.7924,-41.6596,70.5326,0.6,88653.89844,0,15212.59961,18242.80078,0,5824.279785,96578.20313,0,8514.709961,0,16786.59961,55339.80078,0,278203,3011.800049,15757.7998,12109.90039,44715.30078,0,0,5916.930176,0
Plate6_V4_GH2_01_16995,61.5504,-41.2982,70.87,0.6,0,0,7689.379883,22260.59961,0,0,50768.10156,0,3062.050049,0,13185.7002,26263.69922,0,155474,0,28960.30078,4902.709961,48139.19922,0,19391.30078,18872.59961,0
