row ID,x,y,z,radius,Tryptophan,Hexadecenoic acid,Triethyl citrate,Octadecenoic acid,Piperine,Sphingosine (d17:1),Epicatechin,Aspartame,4-Sphingenine,Fluconazole,Avobenzone,Phytosphingosine,Monoethanolamine oleic acid amide,Erucamide,Cocamidopropyl betaine,Sodium Laureth Sulfate,Octocrylene,Tangeretin,Sodium laureth sulfate + Na,7-Ketocholesterol,Nobiletin,Azoxystrobin,Amlodipine,Taurocholate,Oleoyl lysolecithin,Sphingomyelin,Lactosylceramide
P2_Vol3_Face_RF11_01_5835,2.11955,0.584399,0.285785,0.05,0,975128,0,79989.20313,14948.40039,54024.80078,19137.59961,85928.20313,4256460,1075650,3311480,127865,72421.70313,771558,7806440,860328,0,0,267877,49500.89844,0,0,0,0,0,211648,0
P2_Vol3_Face_RF6_01_5830,2.08429,0.4308,0.302058,0.05,0,509837,0,101542,21944.09961,75899.5,19866,102356,4922030,1099780,3166130,107303,62765.69922,724265,6277040,811517,0,0,311299,32317.59961,0,0,0,0,0,0,0
P2_Vol3_Face_RF7_01_5831,2.134387,0.496828,0.341056,0.05,0,755208,0,131348,21105.40039,42810,15125.5,50452.89844,3357830,709653,5856010,120929,120787,966495,8582630,795100,0,0,332984,16801.30078,0,0,0,0,0,0,0
P2_Vol3_Face_RF8_01_5832,2.085406,0.503865,0.23843,0.05,0,708057,0,121356,28610.30078,43837.69922,15618.40039,50476.5,5453310,746638,2603100,148464,71725.89844,1221560,7661780,951523,0,5648.160156,357779,31709.09961,0,0,0,0,0,0,0
P2_Vol3_Face_RF9_01_5833,2.089455,0.50194,0.293636,0.05,0,3068990,0,277900,22124.30078,29294.19922,15224.2002,102946,2395450,1090730,2236970,88525,139907,1115310,7253430,504303,0,0,179352,22916.5,0,0,0,0,0,0,0
P2_Vol3_Foot_RD2_01_5792,1.123438,1.222511,0.952786,0.05,0,34848.60156,0,62009.80078,0,5313.399902,18187,0,0,1290340,0,0,0,324036,244899,58206.80078,0,0,0,9559.139648,0,0,0,0,0,0,0
P2_Vol3_Foot_RD3_01_5793,1.180102,1.55065,1.432299,0.05,0,45460.5,0,56874.19922,16913.90039,5814.240234,16458.09961,0,0,1140690,0,0,0,510537,246263,54482.89844,0,0,0,12031.59961,0,0,0,0,0,0,0
P2_Vol3_Foot_RH3_01_5852,1.996169,1.497913,0.342198,0.05,0,74842,0,25214.30078,0,0,12983.7998,0,5042.799805,1267520,0,0,0,777395,657424,391290,0,0,0,0,0,0,0,31577.69922,0,0,0
P2_Vol3_Foot_RH4_01_5853,2.08812,1.41592,0.310426,0.05,0,34657.39844,0,29816.80078,0,11735.59961,10855.5,0,16347.90039,1161100,0,0,0,543515,898696,216745,0,0,15408.59961,8150.799805,0,0,0,17613.59961,0,0,0
P2_Vol3_Hand_RA10_01_5761,1.708861,0.933899,1.482155,0.05,0,392828,0,69244,0,86077.5,20665.19922,24444.30078,85761.20313,857316,350342,47983.10156,13385.59961,402584,3191760,144132,70236.79688,0,99696.10156,111859,0,0,0,0,0,0,0
P2_Vol3_Hand_RA5_01_5756,1.587164,0.494391,1.928784,0.05,0,390197,0,51900.30078,0,49703.80078,0,50098.69922,85877.29688,1261020,40927.89844,46812.19922,17237.5,595559,5744690,332493,64612.89844,0,179741,104865,0,0,0,0,0,0,0
P2_Vol3_Hand_RA6_01_5757,1.535781,0.563308,1.924378,0.05,0,522794,0,95327.89844,5592.790039,49044.80078,25095.59961,58046.80078,232853,1435200,56502.80078,66728.70313,15624.59961,310308,2946620,187880,80858.60156,0,130223,126326,0,0,0,0,0,0,0
P2_Vol3_Hand_RA7_01_5758,1.57087,0.507761,1.854928,0.05,0,384379,0,86975.60156,9626.820313,73253.60156,13184.2002,43127.5,301389,1248660,95228,45136.19922,24846.30078,583365,5863330,378654,65735.60156,0,158865,131544,0,0,0,0,30984.19922,0,0
P2_Vol3_Hand_RA8_01_5759,1.538097,0.570968,1.866404,0.05,0,937546,0,136513,22804.40039,124272,9491.110352,93103,453653,961761,139463,38735,37722.60156,691618,7836420,1124220,149932,0,581758,177797,0,0,0,12898.7998,59251.69922,0,0
P2_Vol3_Hand_RA9_01_5760,1.661042,0.974512,1.458117,0.05,0,371493,0,39795.89844,0,123220,15290.59961,35516.19922,90098.89844,1217150,41898.89844,67866.79688,15377.59961,481829,3206230,203260,19992,0,149062,93861.39844,0,0,0,0,0,0,0
P2_Vol3_Hand_RE10_01_5815,1.951329,0.997147,0.384901,0.04,0,398082,0,51109.39844,0,23187.80078,25485,0,2467860,1436630,658780,8906.799805,48892.30078,765669,9268160,4357650,0,0,1117310,21777.90039,0,0,0,0,0,0,0
P2_Vol3_Hand_RE11_01_5816,1.957924,0.997179,0.353731,0.04,0,716990,0,59996.69922,6019.790039,26209.90039,21894,56270.10156,4957930,1284830,2884170,28453.30078,170487,653814,1.04E+07,5209330,0,0,1368690,34719.60156,0,0,0,0,0,0,0
P2_Vol3_Hand_RE12_01_5817,1.939209,0.770397,0.402593,0.04,0,319014,10093.09961,54024.30078,13711.5,0,28969.5,24759.69922,2024230,1269740,457752,5828.22998,41955.80078,466948,9123620,4153000,0,0,1024750,34310.19922,0,0,0,0,0,0,0
P2_Vol3_Hand_RE6_01_5811,1.995071,0.77219,0.38571,0.04,0,174308,7459.470215,69991,0,12134.90039,22315.5,0,1925990,1249600,322840,0,25807,762043,8494160,2462930,0,0,671201,22534.19922,0,0,0,0,0,0,0
P2_Vol3_Head_RB12_01_5777,1.709963,0.404049,1.951097,0.05,0,1704330,5821.200195,153581,0,132349,17890.90039,82631.79688,161270,1245560,0,94786.70313,98940.79688,269293,8299320,294677,0,0,129184,40143.5,0,0,0,0,0,763998,0
